option_id,prompt
6108,"You have $100 to donate.
Would you support a charity that provides clean water to 192 female childs in Central America through a low-recognition charity?
"
6109,"You have $100 to donate.
Would you support a charity that provides clean water to 152 child selfs in North Africa through a low-recognition charity?
"
6110,"You have $100 to donate.
Would you support a charity that provides medication to 46 senior unnameds in Eastern Europe through a high-recognition charity?
"
6111,"You have $100 to donate.
Would you support a charity that provides assault victim support to 180 male strangers in Western Europe through a low-recognition charity?
"
6112,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 161 unnamed relatives in South Africa through a low-recognition charity?
"
6113,"You have $100 to donate.
Would you support a charity that provides medication to 76 female adults in Eastern Europe through a low-recognition charity?
"
6114,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 260 male nameds in South America through a low-recognition charity?
"
6115,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 41 female strangers in Eastern Europe through a high-recognition charity?
"
6116,"You have $100 to donate.
Would you support a charity that provides assault victim support to 160 male childs in South America through a high-recognition charity?
"
6117,"You have $100 to donate.
Would you support a charity that provides medication to 56 named selfs in Central Africa through a high-recognition charity?
"
6118,"You have $100 to donate.
Would you support a charity that provides medication to 141 senior relatives in SouthEast Asia through a high-recognition charity?
"
6119,"You have $100 to donate.
Would you support a charity that provides medication to 151 male nameds in East Asia through a low-recognition charity?
"
6120,"You have $100 to donate.
Would you support a charity that provides clean water to 28 adult nameds in Central Africa through a unnamed charity?
"
6121,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 140 male nameds in North America through a low-recognition charity?
"
6122,"You have $100 to donate.
Would you support a charity that provides clean water to 245 female unnameds in Western Europe through a high-recognition charity?
"
6123,"You have $100 to donate.
Would you support a charity that provides clean water to 86 named relatives in South America through a high-recognition charity?
"
6124,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 29 adult strangers in Central Africa through a unnamed charity?
"
6125,"You have $100 to donate.
Would you support a charity that provides clean water to 287 senior relatives in SouthEast Asia through a high-recognition charity?
"
6126,"You have $100 to donate.
Would you support a charity that provides medication to 92 female seniors in Central Africa through a low-recognition charity?
"
6127,"You have $100 to donate.
Would you support a charity that provides assault victim support to 152 male nameds in Central America through a unnamed charity?
"
6128,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 60 adult nameds in Western Europe through a high-recognition charity?
"
6129,"You have $100 to donate.
Would you support a charity that provides assault victim support to 37 male childs in East Asia through a high-recognition charity?
"
6130,"You have $100 to donate.
Would you support a charity that provides clean water to 248 named selfs in Western Europe through a high-recognition charity?
"
